class,feature_2,feature_3,feature_4,feature_5,feature_7,feature_9,feature_11,feature_12,feature_13,feature_14,feature_16,feature_17,feature_18,feature_19,feature_20,feature_22,"feature_8,feature_15","feature_21,feature_10","feature_1,feature_6"
p,,@a,v#,l,,a,e,m#,e@,k,t&,#I,*e,d,e,u,"c,i","u,w@","@b,e"
p,*U,d*,v&,l,,a,q,,,k,t,&j,v,t,e,,"#c,j","t,u","d,e#"
p,m,a*,*v, l ,h,a  ,e,,e,,*t,i,e,,h,u&,"@c,i",,"b,e"
e,c,a,#v,l,,a*,e#,N,e,*k,,j,d,*u,,U  *,"o,j#","m,u&","&i,o"
e,,,v,l,J,&Z,e#,#u,e,&u,t,h&,@p,,#h,*u  ,"C,J","t,u","*I,O"
e,d*,&a, v ,l,f,a*,q,d,E,k,#t,j,# D ,t@,,*u,"o,j@","m,u*","@I,O"
e,D*,a  &,# v ,&L,f,#a,*q,t#,e,K,*t,,d&,t,#e,u#,"o,j","t,u*","#d,o"
e,d,a,&V,@O,v*,?,E,C,e*,t,T,j#,d,&c,h,u&,"c,j",," t,o "
p,,#d,v,l,f  ,,@i,a&,*e,,*T,*i,#j,*u,J,u,"o,i","U,C#","t,e"
p,D,d,v,l,f,?@,@e,a*,e,k,*t,i&,h,t  ,#j,u@,,"u,c@","t,e"
p,,a*,V,l*,f,a,q,@u,&e,*m,*t,*j,e#,&t,J,#u,"o,j  ","t,u","#b,o"
p,h#,a,V,,&h,a#,e,u,e,k,t  ,i,e,@d,*e,U#,"C,I  *","d,w","B,E"
p,,d,v,l*, f ,?@,*q,a*,e,W&,,j,J*,t,j,u*,"O,J&","u,c",
p,c@,d&,,l&,f,?,e,a,e,#k,#t,,e,t,,,"o,j@","u,c",
p,h,@A,&v,L@,H#,a,&q,@M,e,*u,,#i,E,,e,u,"@c,i","a,w","@B,E"
e,m@,a,v,&L,f, A @,e,d@,#e,*k,t,j,,u,@h,&u,"o,j#",,"i,o@"
p,,&a,,@L,h,A@,&q,m,e,u, t *,i,E,&d,*e,u*,"c,i","#a,w","B,E*"
p,h&,a#,& v ,l*,H,a@,e,m,@E,#m,#t,i,e#,@d,e,,"c,i",,"b,e"
e,T,#a,@t,l,j*,c,q,*b,e,&m,@t,@e,,t,#j,u#,"&o,j","t,c","d,e"
e,#d  ,&A,t,l,P&,c,q*,i*,#E,m@,t&,j,d,t,E,#U,"o,e","t,c","#d,e"
p,* c ,d#,,l,f,?,@e,#a,e,k,t,i,*e,u@,h,u&,"&O,I","&u,c","t,e"
e,&t,a,t*,o,j,?@,@i,t&,E*,M,t#,j,d@,,@j,u#,"c,j","&T,U","&T,E"
p,,a@,*v,,H,a,,&u,e,*M,t,#i,e,a,@H,,"c,i","a,w@","b,e"
p,m,*a,v,L,#h,a@,*e,u,,u,&t,,e#,&a,e@,u&,"&c,i"," u,w @","b,e"
p,H,@a,v&,@L,f,a,e*,,e,k&,t#,i,e&,#d,h#,u,"c,i","A,W#","b,e"
e,d*,a&,V,*l,H#,z,Q,@u,e@,m,t,h#,w@,t#,,U&,"C,J#","t,u#",
e,m#,a,t,l,j,C*,q,,e@,*M,#t,J,D#,t#,#j,u,"o,e","#t,c","d,e"
e,d,*a,v,#l,f,a,q,d,E*,@k  ,T@,,#D,*t,,&u,"&o,j","@U,U","d,o@"
e,*h,#a,,l,J,*z,&e  ,t,e,u,@t,h,,t&,h@,,"#C,J","&t,u","I,O"
p,d,,#v,l#,@F,?,#q,a  ,e,K*,t,i,h,u&,h,u,"o,i","u,c","t,e*"
e,m,a#,v  ,L,f,,q#,u&, e *,,t,j*,d,u*,e,@u,,"U,U  ","D,O"
p,#d,D&,v,@l,f,?,#e,a@,,,&T,i&,,,&j,u,"O,J","@t,c",
e,D,a,t,L&,*j,c,Q@,@B,*e,m,t,*j,d,,e,u,"#o,j","t,c","i,e&"
e,,a,v*,#l,d,v#,q,m,,&m,T,j,*w,#t,J@,u,,"t,u@","i,o#"
e,H#,&a,,L  *,j&,v,a,t&,e,&m,t,j,W,t,@h,u  ,,"t,u#","D,O*"
e,*d,A,&v,l,F,#?,,l&,@p,w,d,j,#d,l,&j,U,"c,j","L,U","d,e*"
e,d,#A,@T, l ,j,c  &,e,D,#E,m,t,J,&d,@t,e,u#,"o,j","&t,c","i,e*"
p,h*,a,V*,l@,f,,q,u,e,u,@t,I*,e,u  #,H,u&,"#c,i","a,w","b,e*"
p,#c,&d, v &,l,f,?,*i,&a,,U*,*t,*i,h,@t,,u,"O,J","u,c","t,e"
p,m@,a,@v,l*,h*,a&,e,B,e,k,t,i*,e@,u,&e,u*,"&C,I","u,w","b,e"
e,&m,a#,v&,l,F#,A,e  ,U&,E#,,t*,*j,D#,t,h,u,"o,j","M,U","@i,o"
e,,a@,v*,*O,&v,,i,,E,t#,t,j@,d@,c,h,u,"c,j@","c,c&","t,o"
e,D,#A,v,l,h,,,u,e,M,t,h,W,@t,h,u,,,"# d,o "
e,T@,#a,V,,@j,v  ,@q,i,e,@m,&t,&j,#w,t@,j#,u,"c,j","t,u","D,O@"
e,# D ,a,v&,l,f,@a,@e,*n,& e ,k@,&t,,d#,#U,h,U,"o,j","u,u","*d,o"
e,m#,a,@v,l*,#f,a,e@,T,#e,k,T,,d,#u,*h,&u,"#o,j","t,u#","&i,o"
e,d  ,a,t&,@l  ,j,c,#e,*u,@e,m,T,,d#,t,&j,u,"@o,e","t,c","i,e"
p,d,#d,#v,l,,?,Q,A,@e,W,t,j,j#,u,@h,u#,"&o,i","*t,c","t,e"
p,,a,v@,l,h*,@a,,#m,e,&u,t,i,,u,h,u,"c,i","&d,w","@b,e"
e,,a@,t*,L,#J,&c,q,i@,e,&M,,&j,D,t  ,@e,#u,"*o,e","t,c","#d,e"
p,m&,d, t ,l,,a,q,n,#e,K*,t&,#j,v#,*t,@j,U,,"t,u@","#d,e"
p,m,a,v,l,f*,*a,q*,U@,e#,u@,t*,i,E,d,h,U,"c,i","U,W  ","b,e"
p,D#,d#,v,l*,f*,?,a,t,e,&K,t  ,h#,d  ,t,E,U*,"c,i","h,c","&T,E"
e,m@,a#,t,o&,d,?, a ,m,#e,m*,t,I&,#d,t&,E,*u,"c,i","*t,u","t,e&"
e,t,*d,t@,*l,,*a,q*,d&,E,k  ,@t,j,*p,#t,j,U,"&o,j","T,U","n,o*"
p,h,,v,l,H,#a,q#,b,e  *,#u,,i,e&,u,H,u,"c,i","u,w*","#B,E"
e,t&,,v,l*,d*,*V,q,&t,e&,Y,t,j,W,t,,,"c,j","t,u&","i,o*"
p, A ,*a,v,l,j,A  ,q,t&,e,m,t*,j,@e,t,j,u#,"o,e","&t,u",
p,c@,&d,& v ,L,,?,q#,a,e*,*k,t,#j,j@,T#,j,u#,"o,j&",,"t,e"
p,h,a,v,&l,#f,a,e#,m@,e@,U&,*T  ,i,&e,*a,@E,u,"&c,i","d,w&","b,e"
p,*d,&d,v,l,,?,@i,a*,e,&w,@t,I  ,e  &,T,h,u,"o,i*","#t,c","t,e"
p,@c,@d,v,@L,,*?,i,a,e  ,*w,,j,,@t,*j,*u,"o,i","@t,c","t,e"
e,&m  ,a,,,*D,?@,a,t&,#e,m@,t,I,d,@t  ,e,u,"c,j","t,u","t,e"
e,& m ,a,,l,,c,&e,i,e*,m,t,e,d,,j,@u,,"t,c#","#d,e"
p,h,a,v*,L,h,a,e,B,e#,U,,i,e  ,d#,,*u,"c,i","a,w&","b,e"
p,,,V*,&l,*F,?,e,a@,E,w,#t,i#,h@,#t,j,*u,"o,i#","t,c@","t,e"
e,m,#A,T,l@,j&,C*,&q,U,e&,m&, t @,*J,D#,t,E,u,"o,e","t,c",
p,m,a,v&,l,@f,a,q&,b,&e,@K,T,i,e,a  ,H,u,"c,i",,"b,e&"
e,C*,@a,,l,h,a&,*q,t#,e@,K@,t,@j,d,U,h,u,"o,j","m,u&","d,o"
p,,#a,@V,l#,,a  *,e,M,e,,T,i,@e,u,E#,u@,"#c,i",,"b,e"
p,c,d*,v,l&,,?,Q,#a,e,u  ,t#,&i,#j,@u,h#,#u,"o,j*",,
e,u*, a @,v*,o,v,?,e,,e,t,@t,j*,D,*c,#j,#U,,"c,c","T,O"
p,c,d,V,l&,,?,Q,a  ,e*,k,t,#i,j,T@,,u,"o,j@","*t,c","@t,e"
e,d,@A,v#,l,,A,e,,E,#K,t,j,d,t,@h,*u,"&o,j","&t,u","d,o&"
e,d,a,v#,o,&v,?,q,,e, t ,,j,@d,c,&j,*U,"C,J*","*t,c",
e,m,&a,*v,l,f@,*A,,n&,e,*k,*t,&j,d,u,e#,,"o,j","#m,u","i,o"
e,D,#a,v,l,f,,e#,U,e*,k,t@,,&d,T,h,#u,"o,j","t,u","d,o*"
p,*c,#d,v,l,F,?,q@,a#,e,,t,j,e@,*U,h#,#u,"o,j","u,c@","t,e&"
p,D,d@,v,@L,f,,e@,A&,*e,#W,t,*j,@h,t,*j,@U,"#O,J  ","u,c",
p,c,*d,@v,L,f,*?,@Q,a,e,u,t*,#j,*h,t,j,u,"o,i","u,c","t,e"
e,m,d,v@,L,#h,c, e *,@m,#e,@n,,J,d,#t,&E,u*,"c,j","t,u","i,e"
p,m,,,l,h,a,q,m,e*,m,T,&i,e&,u,,u,"C,I@","d,w","b,e"
e,u*,a,v*,o,#v,?,q#,t,e*,t,#t,,d,,j,#u,"*C,J","*t,c",
e,,a#,#t,l,&p,c,*e,B,& e ,M#,t#,*e,d&,,@j,u,"O,E",,"i,e#"
e,h,a@,v,l,d#,#v,q#,t,e,y,#T,J&,w#,,@h,u,"c,j#","t,u@","d,o#"
e,c@,a,v,l,,&a,&e,#t,,k,&T,,&d,@t,&h,#U,"o,j",,"I,O@"
e,*d  ,a,v,#L,f,a,q,u, E ,k,t  ,j*,D  ,#u,@e,u#,"o,j@","@u,u","i,o#"
e,,a,&v,l,f,a&,q,*t,& e ,#k,t,j,d&,t,,u,"o,j","m,u","d,o"
p,M,a,,l,f,#A,q,T,e*,&m,t,j,, t &,@j,,"#o,j","t,u","b,o"
e,c,a@,*v,&L,,a,&e,d,,#K,t,j,*d,t,H@,u,"o,j","#t,u","i,o#"
e,m#,a#,v,l,f,a,,t,e,k@,#t,*J,D@,u,h,*u,"O,J","m,u@","i,o"
p,#d  ,d*,v*,l,,&?,@q,a,E,@k,t,j,#e,t*,*h,*u,"o,j","@U,C","*t,e"
p,m,&a,v,,H&,@A,e,U,e@,u,t#,i,#e,d,@h,u@,"#c,i","&u,w","b,e&"
p,h*,A&,,l,f#,a#,q&,m#,e,@u,@t,i@,e,*a,h#,,"c,i","a,w*","B,E*"
e,c,a@,,l,f,a&,Q@,#N,e,,t,&j,@D,t*,&E,*u,"o,j#","u,u","i,o"
e, m &,a,V*,&l,h,a,q*,t,*e,k,t,j,*d,,*e,#U,"o,j*","t,u","I,O"
p,M,a&,,@l,f&,a*,,#b,E,*m,t,@i,e,d,e#,U,"C,I","a,w","B,E"
p, c ,d@,v&,,@f,?,@q, a ,e,,t,j,h,&t,h,,"o,j","t,c","t,e"
p,h&,a,v*,l#,f,a  &,e,*b,e,k,t#,,e,d,,*u,,"a,w","b,e"
p,h,@a,@v,l,F@,@a,q,m,e,&m,*T,i,e,,H,u@,"*c,i","A,W","@b,e"
p,h,A,@V  ,,F,a,,*m,e,#m,t@,i,e,a@,h&,&u,"*c,i","d,w&","b,e&"
p,,A,v&,L  ,h,,e,&u,e*,M,#t,I,e&,d#,E,u#,"c,i&"," u,w @","b,e@"
p,,*A,v#,o,f,&a,A*,z,&e,y*,T*,#j,d,*t  ,H,,"c,j","t,u*","#z,o"
p,#t,d,v,l,f,c  ,,u&,e,@M,t#,j*,,t,*h,#u,"c,j","t,u*","d,o"
e,&t,#a,T*,@l,p,c,*e,U,,@m,#t,j@,d@,t,J  ,U*,,"t,c","D,E"
p,* c ,d@,@V,l#,,?@,I,a&,e,*k,t,,e,@U,j#,u,"&o,i","t,c","T,E  "
p,c,*d,v, l #,f,,q,,e,W,&t,@i,j,t,j,u@,"o,i*","u,c","@t,e"
e,d#,a,V,l, f ,a, e *,u,,K,,j,d,u,h,U@,"O,J","@m,u","d,o"
p,h,A,v,l,f,a,e,m#, e &,*m,t,I,*e,u*,h,U,"c,i","a,w*","B,E"
e,c,#a,@v,l,f,#a,e,,E,@k,@t,j,*d,u,e#,u,"&o,j","u,u","i,o"
p,d,,v,,f&,?&,i,,e,w*,t,j@,J,u&,h,#u,,"t,c","t,e"
p,&c,d,v,l,F*,?*,q#,&a,*e, k ,t  @,j,j,u,j#,,"o,i","u,c*",
e,&c,@a,V@,l@,@f,,Q,d,,,*t,j#,#d,t,@h,*u,"o,j","t,u","i,o"
p,C,d,v,l&,F,,q,a,e,w@,@t,j,H@,u,h&,&u,"o,i*","T,C","#t,e"
e,m,a,*v,l,f,a,,u,,k,t&,j*,@d,m#, e @,u,"@o,j","m,u",
p,d,@d,*V,&l,*f,,,a*,e,w,t,@j,,u,j,#U,"O,J","@u,c","t,e"
p,m#,&a,v,l,F@,#a,e,,&e,U,t,i*,e,D@,#h,u  &,"c,i*","U,W","#b,e"
e,d&,A,v*,l,f,a@,#e,u&,e#,k,t*,j,*d,#u,e,u&,"@o,j","u,u*","@d,o"
e,T,,t,@o,#j,*?,#a,u*,e*,m#,t&,I@,d,,e*,u&,"#c,i","t,u","t,e"
p,,a,,l,f,a,q,*u,#e, M ,t#,e,&e,t*,j&,U&,"o,j","t,u",
p,t,a,,l  *,j,a,&E,b  ,e,n,*t,#e,e, t ,&j,,"o,e","t,u","*b,o"
p,,a@,v  #,l  ,* h ,@a,e,u, e #,@M,t,i,,a,h@,@u,"c,i",,"B,E  #"
p,h,a,v,l,,@a,e,,e,m,t,,,u,h,,"c,i#","d,w","b,e"
e,m*,a,v,l,h,a,e,t,,K,t,j*,&d,#U,e&,u,"o,j","&m,u","&i,o"
e,D,#d,v&,@l,f,c,&j,D&,e,n,t&,&J,d*,,#E,U,"*c,j","t,u  ",
e,&v,d,t#,l,f,a,E,*t,,w@,# t ,j&,*d  ,@t,*h,u#,"@c,j","d,c","t,e"
p,d@,d,v,l,f&,?@,q,a@,E@,&u,t*,#j,#j,,j#,#u,"o,j","@u,c",
e,m#,,v,@l,h#,a,q*,u,e*,k#,t,#j,d@,m,&h,@u,"o,j","#t,u","&i,o"
e,m,a,&v,l,f,&a,E,,e,k@,t,,d,#u,e,*u,"o,j","t,u*","d,o"
e,t,a,*v,l,d#,v@,a,*T,e,@m,T,*j,@P,t  &,j@,u@,"c,j"," t,u *","i,o  "
p,@m,a,v,&l,@h,a,,b,e  ,m,@T,,e,d#,h,u@,"c,i#","a,w","b,e"
p,c@,d,v,l,f@,#?,@q,a,e&,w&,t@,i,@h,t,j*,,"@o,i","&u,c",
e,d,a,t,l,J@,c,e,u,*e  , m @,t,e,d,t,e*,*u,"&o,e","@t,c","d,e&"
p,d,d,v@, l ,#f,,*e,#A,@E,u&,@t  ,j,e@,t,J,u,"o,i&","U,C","t,e"
e,m,a,v,l@,f,a@,#E,U,e,K,t&,j&,d*,#m,H, u ,"o,j@","m,u","i,o"
e,M,a,t#,L,J,C,Q,d,e,m#,t,E*,d,t,j, u ,"o,j","t,c","d,e"
e,t#,a@,t#,&l,p,,&q  ,,e,m,#t,e@,&d,T,*E,*u,"o,j@","*t,c","#i,e"
p,a,a,*v,*o,#f,a@,e,t*,&e,y,,j,& d ,t,*j,U," c,j ","T,U",
e,d,a*,v,L,f*,?@,,l,p,w@,@d,j,d,l@,j@,&u,"c,j","l,u","a,e@"
e,m,a,t,l#,#p,c*,*q,d,,m@,t,*e,d  ,t*,@e,u,"o,j","T,C","i,e*"
p,c*,d,V#,l,&f  ,?*,e,a*,e,k,t,i*,J&,u@,@ j ,,"o,j","U,C","@t,e"
p,@c,d,&v,l,f,,q,*a,#e,,t,*i,h&,,J@,*u,"#O,J","u,c#","t,e"
p,@m,a,@v,l*,f@,&a, e ,m&,e, k &,t,i,e,,h,u,"c,i",,"b,e"
e,@T,A,#t,L@,j,c,*q,i,#e,@m,t&,j,*d,@t,@j,u@,"#o,j","t,c","*d,e"
p,&h,a,V#,l*, h &,a,Q&,U,,u&,,i,,,h,u,,"u,w  "," b,e *"
p,a,@a,v#,l,#F,a,@q,b,E,n,*t,J,e,*t,j,,"O,J","@t,u","B,O"
e,a*,a,v,O,v,?*,e@,&t,e#,t#,& t ,,d*,c,j,u,"c,j","t,c","t,o"
p,c,,@v  ,l*,&f  ,?*,e*,a&,e@,u,t,i,&h,u@,h, u ,"O,J","u,c","t,e"
e,d@,a,v#,#l,V,?*,@i,l@,p,w*,,j,,l@,j#,U,"c,j","l,u",
e,,*A,T,l,j,c@,#e,&b,e@,m#,T,E,D*,t@,e,u,"o,j",,"& i,e "
p,d,d*,v*,,f,@?,i,A,e*,u,&t,*j,j  #,t,@J,@u,"o,i&","t,c#","T,E&"
p,*d,d,v*,*l,j&,c&,*e,d,e*,*n,t#,j,u#,t,h,u,"c,j","t,u*","d,o"
p,c&,d,@v,l@,F*,?,*i,a,,,t,i  ,e,U,j,@u,"o,i","u,c","t,e"
p,h,*a,*v,@l,h@,@a,e@,m@,E,*m,t,i,e,D,&e,,"&c,i","d,w","b,e"
e,m&,a,t#,o,j@,?,I&, u ,@e,m,T,j,d,,&e,u,"*c,j",,
e,& C ,a,v,l,,a,q@,T*,e,*k,t,j,#D,u,e,u,"o,j","#u,u","#d,o"
p,&m,a#,v,, h &,&a, q ,&u,E,u*,t,i,e,d,e,u,"c,i","d,w","b,e"
p,d,d  ,@v,l*,f,?,@q,*a,E,u,T,j,,,j,&u,"O,I  ",,"t,e"
e,*D,a&,&v,@l,v,?&,q,#H,P@,w@,@d,J,d#,l,*j,u&,"c,j","l,u","h,e"
p,d@, d ,v,@l,f&,?  ,,a,E*,,t,@I,j,u@,j,u,"o,j#","t,c","t,e"
p,@d,d,v,,f&,?,&i,,e&,&w,t,i,H,u,H#, u &,"o,j#","u,c","t,e*"
e, t #,a@,v,l,j,*v,a,i*,e,m&,,#j,p,t,h*, u ,"*c,j","t,u","*d,o"
p,&d,d#,v,L,f,&?,@e,#a,e,u,*t,j*,H,,j,U&,,,
p, a ,&a,v,l,*j,@a,#q,t,e&,m*,t@, e #,#e,t@,j,u,"o,j@","t,u","b,o"
p,h&, d ,t,l,v,v@,@a,h,,w,h,h@,d,,,u,"c,h","h,c*","t,e#"
p,,a,v,l,h,a,q,B,@e,,*t,,e&,,e,#u,,"@u,w","&B,E"
e,*d,@a,@v,l,f,A&,e,d,e,*K,t,j,d,u  ,H*, u ,"o,j*","t,u","D,O&"
e,c#,a,V,*l,f@,A  #,q,u,,,T,j&,,u@,#h,,"o,j","*t,u","d,o"
p,h,A,# v ,#l,@h,a*,&q,u#, e #,k,T,i#,e#,*d,*e,&u,"&c,i","u,w*","&b,e"
p,,A,,l*,h,#a,q,u@,e*,u,t,i,e*,d,h,u,,"*a,w","B,E"
p,t@,@ a ,v,,f,a#,Q,b*,e,M,#t,e,,T,j,u,"o,j@","t,u","b,o"
e,m,&a,V,l,,a*,e  @,t,e,,t,J*,,M#,h,U,"&o,j",,"D,O"
p,d,#d,v,l&,f#,&?,q,@A,e  ,,t@,i&,h@,@u,#j,&u,"o,j@","&u,c","@t,e"
e,*d,*a,#v,l,J,z,e,T#,e,u*,t@,@h,p,t,h#,&u,"*c,j",,"i,o@"
e,t,a,t,l,j&,&c,q*,i,e,m  ,t*,@j,d#,*t,&J,,"o,e*",,"i,e"
e,@d,a*,&v,@l,&F,a,&e,,e#, k ,t#,@j,d,u,e,#u,"o,j#","t,u","i,o"
p,t,*d,v,l&,j,c,e@,u,e*,@m,t,@j,U  ,,h#,u,"c,j","t,u*","d,o"
e,t@,a,T*,@L,#P,,q@,i@,#e,*m,t,e,d#, T ,&e,u,"o,e@","T,C"," i,e #"
e,d,a,*t,l,j,c,,u,,m,t#,&j,,t*,j,u,"o,e","@ t,c ","i,e@"
e,t,a,,l,d,v,a,i@,e@,Y,t,&j,w,@T, j ,u,"C,J","t,u","#d,o"
e, C ,A,v,&l,h,* a ,q,u,e&,k#, T ,,d,t,h,u,,"u,u@",
p,m,a,,L&,h@,a,q,*m,e,m,t,,e&,,e,u  ,"#c,i","u,w","b,e"
e,c&, A ,v*,#l,#f,a,Q&,t,e#,k,#t,j,d,&t,e*,u@,"o,j","u,u@","D,O"
e,#m,a@,V,@L,F@,a,*q,d,e,K#,,j,D&,T@,e,&u,"#o,j","m,u","i,o"
p,d,d,v,L,#F,?&,I#,a,e&,&k,T,,e,&T,H,u,"o,i","t,c@","t,e"
e,d,&a,v,l*,,z,q,u@,E,U,t,h,w,t#,@h,u,"c,j#","T,U*","@i,o"
p,d,&d  ,v&,l,f,*c,e,,#e,N#,t,@j,U,*t,j&,#u,"c,j","T,U","i,o"
e,t,a,t,,@ p ,&c,E#,d,E,&m,t  , e &,#d,@t,,,"o,e","t,c","d,e"
p,,a&,v,l,h*,a*,q,&m,e*,u,T,i,,&d,,,"c,i*","&d,w","b,e"
e,&v,d,t,l,f,a#,i*,*T,@e,@w,t&,j#,,*t,e&,U,"c,e","d,c",
p,h,a,v,,H@,a,e,,E,M,T,I,@e,a,E,u#,"c,i","*a,w","b,e"
e,&m,a&,#v,l,&h,@ a , q ,T,e*,k#,*t,@j,,m,*h,u,"O,J","m,u&","i,o@"
p,d,D,,,f,,q,a,,k,*t,i,*e,*u,&j,@ u ,"o,j","t,c","t,e*"
p,d,d#,,*l,f,?,i,a  *, e ,k,&t,j,,u,j,u,"o,i@","T,C&","&t,e"
e,m,a,@V,,h,a@,e,@d,e,k&,&T,j,d*,*t,,u#,"* o,j ","t,u","&d,o"
p,#c,d&,v,l,F&,@?,Q,a,e,w,t,j@,j,t&,j@, u ,"#o,i",,"t,e"
p,&d,d,,l,F#,?&,q,,e,K,,i@,j,u#,h@,u&,"o,i","t,c","T,E"
e,d,a&,,L,H,,e,@n,e,k,t,&j,D,M,&H,&u,,"*T,U","d,o"
e,@m,a,,l,H,a,e,U,,,t,J&,D,#t,h,u," o,j ","u,u",
e,D,D*,&v,l#,h,c,&e,d*,E*,n@,&T,j*,D  *,&t,@e,u,"c,j","#T,U","d,e&"
e,d,&A,v#,l,v,?,e,d,p,w@,*d,@j,d,&l,j#,u,"c,j","l,u&","d,e"
p,c,d*,v#, L @,f,?,q,a,e,@K,t,i*,e*,@T,h,*u,"o,i","t,c#","t,e&"
e,@t,a&,t,O,J@,?&,q,t,e#,@m,t&,j,&d,,j,u,"c,j*","*t,u","t,e"
p,m,d,v#,l,,,q&,u,@e,,*t,,v,T,# e ,U,"c,j#","t,u","i,e"
p,@m,,v,l&,,#a,Q,U,e,U,T*,#i,E*,a,*h,@u,"@c,i"," u,w ",
p,d#,d,#v,l,&F,?,q*,a&,e,u,T,i,#j,*T,j*,u,"O,I","u,c&","t,e&"
e,d#,a*,v,l,f,a@,Q&,*u,e,k,T#,j  ,D,@M,e,@u,"o,j@","t,u#","i,o@"
e,d,,v,l&,f,?*,e&,l*,*p,w,D&,j,@d,#l,j,u,"C,J","l,u","L,E"
p,h,a,,l@,f,a,q,&U,,u@,t,i,e,*u,h,*u,"c,i","d,w@","#b,e"
p,@D,#d,V&,l&,f,?,i,a,e#,&w,t*,@i,h@,u,#j,u,"@o,i","#U,C","t,e"
e,m*,a,t,&l,p#,c*,@q,i#,e,m#,t,# e ,d  ,t*,j,u,"&o,j","t,c","d,e"
e,d,a,V,l,f&,,,h,p,@w,l,j&,d,l,j,u@,"c,j","l,u",
e,*m,a,@v,l,h,#A,*e,n,e,k,t,j,d,&m, h ,&u,"o,j","t,u&","i,o#"
e,,,,, p ,c@,q,,e@,#m,,j*,d@,T&,j,U@,"O,E&",,"&i,e"
e,d,a@,*v,l&,,*a,,&D,e,@k,t,J#,d,m@,h@,U@,"o,j#","u,u  @","i,o@"
p,H,a,@v,*L,@f  ,A,e&,*m,#e,*m,T,I,e@,d,h,u,"c,i","u,w",
p,h,&a,v*,#l,f,*a,E&,*m,*e,#U,@t,i,e*,,&e,u&,,"a,w&","b,e#"
e,#m,#a,,l,&H,a,q,t,e*,k,#t,j@,,t*,e,u,"o,j*","t,u","I,O&"
e,m,a,#t,o,j,?,a,,e,,t#,i@,@d,t#,*e,*u,"c,i","t,u#","t,e*"
p,c,#d,v,l,f,,i&,a*,e,W#,t,i@,j,t,j  &,u,"o,j","t,c","t,e&"
p,d,d,V,,f,?&,i&,a#,e,u,*t,&i,h#,T@,h,u,"o,j#","t,c","*T,E"
e,&t,A#,*v,l,j,v,q@,&t,e,,#t,@j,#W,t*,*h,u,"C,J","t,u","d,o#"
p,d,d  &,*v,@l,f,?#,q,#a,e,u  @,@t,#i,*J,,#h,#u,"o,j#","&T,C","t,e&"
e,d@,a,,,,a,e,u@, e &,k,t,J&,d,*m,H,u,"o,j","#m,u","i,o"
e,# c ,a@,*v,l,h,a*, e ,U,e,k,T&,#j,d,m*,@h,U,"o,j&","@T,U","*d,o"
p,&h,A,&v,l,,@A,&q, b ,e*,u,*t,i,e,u#,h,u,"*c,i",,"B,E@"
e,@d,a,v,#l,@f,a,,d,*e,k&,t,j,d,@t,h,&U,"o,j@","t,u",
e,c,A,v@,*l,&f,a,e,&n,&e  ,k,t,J,@d,u,e, u @,"o,j","u,u*",
e,t,a#,,l,,c*,&q,b#,e,@m,T#,j*,#d,t#,e,u,"o,e","T,C&","i,e&"
p,&m,d,v,l&,&j,@a,q,D,e@,,t,j,v@,*t,e,u,"c,j","t,u&","#i,e"
e,d,D#,@v,l,f&,c&,e,,e,n&,#t,j,D,T,E#,u*,"c,j","t,u","i,e&"
p,*H,a#,*v,,H,,E,b,e#,m@,,i,e,a,E,,"&C,I","a,w","b,e"
e,M&,,@ t ,O&,J,?#,i#,m,e#,m,*t,,D@,t#,&J,u,"C,J","T,U","#t,e"
e,t@,A,T*,l,J@,c*,*e,,e,M,t,e,@d,t,j,u,"&o,j","@t,c","#d,e"
e,m*,#a,v,@l,f,A  *,Q*,U,e@,k, t &,j@,d,t,e,u@,"o,j  ","t,u","i,o"
p,d,d@,V,l,f,?,i,a*,e,#w,&t,j@,*j,,h,u,"o,j","t,c*","&t,e"
e,c&,a,v,l,,a,&e,u,e#,*k,t,,d,M,e,#u,"o,j","t,u","d,o#"
p,D,# d ,v,l,f,?,i, a ,e,#u,,i*,j,t,h#,u@,"o,j#","t,c@","t,e"
p,t,d,V,l,f,C&,&q,i&,e&,m,t#,*j,,#t,j*,&u,,"t,u","@i,o"
p,d,d,&v,l,#F,?@,e#, a #,e#,u,*t,#j,j@,u,j,@ u ,"o,i","t,c","T,E"
p,c,&d,,L,f,,Q#,a&,&e,k,t,j,j,*t,H,u,"o,j","u,c&",
p, m ,&a,v#,l,#h,@a,E,u,e,u,T&,i, e ,d,h,u@,"c,i","A,W&","b,e"
e,d&,,T@,l,@j,c&,& q ,d,e,m,#t,e,d,t,#j,u,"o,j","t,c*",
p,H,a,*v,L,f,,#q,M@,#e,m@,t, i ,*e,u,H,&u,"c,i*","U,W","b,e"
p,a@,,&v,l#,j#,,Q,b,e,#N,t,@e,e,&t,j,u,"o,e","t,u#","b,o"
e,m*,,v,l,H&,@A,q,,e,*k  ,@t,j#,*D,t,h,,"o,j#","#U,U","d,o"
p,,@d,*v,@l,f,&?,q&,a,E,k,#t,I&,*h,u  ,h,,"o,i&","t,c","@t,e"
p,,#a,v,l,*f,#a,*q,M*,e@,&u,#t,I,e,@d,e,u,"c,i"," a,w &","#b,e"
e,d&,a,v,*L,f,a,Q#,n,*e,k,t,J,,t*,H,u*,"o,j","&U,U","D,O"
p,d,d@,v&,@l,J,c,*e,&u,e,M,@t,j,u,t,#h,u,"c,j",,"d,o@"
